LineId,Date,Time,Pid,Level,Content,EventId,EventTemplate
339,81109,203531,151,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
340,81109,203531,151,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
341,81109,203531,152,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
342,81109,203531,153,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
343,81109,203531,154,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
344,81109,203531,154,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
345,81109,203531,155,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
346,81109,203531,156,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
347,81109,203531,158,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
348,81109,203531,158,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
349,81109,203531,159,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
350,81109,203531,161,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
351,81109,203531,161,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
352,81109,203531,162,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
353,81109,203531,162,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
354,81109,203531,162,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
355,81109,203531,163,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
356,81109,203531,163,INFO,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
357,81109,203531,164,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
358,81109,203531,164,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
359,81109,203531,164,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
360,81109,203531,164,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
361,81109,203531,165,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
362,81109,203531,165,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
363,81109,203531,165,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
364,81109,203531,165,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
365,81109,203531,166,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
366,81109,203531,166,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
367,81109,203531,167,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
368,81109,203531,167,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
369,81109,203531,167,INFO,connection from 211.167.68.59 () at Sat Jun 25 19:25:34 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
370,81109,203531,168,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
371,81109,203531,168,INFO,session closed for user cyrus,E101,session closed for user <*>
372,81109,203531,169,INFO,cupsd shutdown succeeded,E37,cupsd shutdown succeeded
373,81109,203531,170,INFO,cupsd startup succeeded,E38,cupsd startup succeeded
374,81109,203531,177,INFO,restart.,E90,restart.
375,81109,203531,178,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
376,81109,203531,179,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
377,81109,203531,180,INFO,session closed for user news,E101,session closed for user <*>
378,81109,203531,181,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
379,81109,203531,182,INFO,session closed for user cyrus,E101,session closed for user <*>
380,81109,203531,183,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
381,81109,203531,183,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
382,81109,203531,184,INFO,session closed for user news,E101,session closed for user <*>
383,81109,203531,184,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
384,81109,203531,185,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
385,81109,203531,186,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
386,81109,203531,187,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
387,81109,203531,188,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
388,81109,203531,189,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
389,81109,203531,190,INFO,session closed for user cyrus,E101,session closed for user <*>
390,81109,203531,191,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
391,81109,203531,192,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
392,81109,203531,193,INFO,session closed for user news,E101,session closed for user <*>
393,81109,203531,19,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
394,81109,203531,26,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
395,81109,203531,26,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
396,81109,203531,27,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
397,81109,203531,27,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
398,81109,203531,28,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
399,81109,203531,28,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
400,81109,203531,29,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
401,81109,203531,29,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
402,81109,203531,30,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
403,81109,203531,30,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
404,81109,203531,30,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
405,81109,203531,30,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
406,81109,203531,31,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
407,81109,203531,31,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
408,81109,203531,31,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
409,81109,203531,31,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
410,81109,203531,31,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
411,81109,203531,31,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
412,81109,203531,31,INFO,check pass; user unknown,E27,check pass; user unknown
413,81109,203531,32,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
414,81109,203531,32,INFO,check pass; user unknown,E27,check pass; user unknown
415,81109,203531,33,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
416,81109,203531,33,INFO,check pass; user unknown,E27,check pass; user unknown
417,81109,203531,33,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
418,81109,203531,33,INFO,check pass; user unknown,E27,check pass; user unknown
419,81109,203531,34,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
420,81109,203531,35,INFO,check pass; user unknown,E27,check pass; user unknown
421,81109,203532,144,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
422,81109,203532,144,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
423,81109,203532,144,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
424,81109,203532,145,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
425,81109,203532,145,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
426,81109,203532,145,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
427,81109,203532,145,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
428,81109,203532,145,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
429,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
430,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
431,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
432,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
433,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
434,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
435,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
436,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
437,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
438,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
439,81109,203532,146,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
440,81109,203532,147,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
441,81109,203532,147,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
442,81109,203532,147,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
443,81109,203532,147,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
444,81109,203532,147,INFO,connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
445,81109,203532,147,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
446,81109,203532,147,INFO,session closed for user cyrus,E101,session closed for user <*>
447,81109,203532,147,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
448,81109,203532,147,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
449,81109,203532,147,INFO,session closed for user news,E101,session closed for user <*>
450,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
451,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
452,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
453,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
454,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
455,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
456,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
457,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
458,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
459,81109,203532,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
460,81109,203532,147,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
461,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
462,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
463,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
464,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
465,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
466,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
467,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
468,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
469,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
470,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
471,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
472,81109,203532,148,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
473,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
474,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
475,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
476,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
477,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
478,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
479,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
480,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
481,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
482,81109,203532,149,INFO,connection from 208.62.55.75 () at Wed Jun 29 10:48:21 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
483,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
484,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
485,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
486,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
487,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
488,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
489,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
490,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
491,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
492,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
493,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
494,81109,203532,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
495,81109,203532,150,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
496,81109,203532,150,INFO,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
497,81109,203532,150,INFO,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
498,81109,203532,150,INFO,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
499,81109,203532,150,INFO,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
500,81109,203532,150,INFO,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
501,81109,203532,150,INFO,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
502,81109,203532,150,INFO,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
503,81109,203532,150,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
504,81109,203532,150,INFO,session closed for user cyrus,E101,session closed for user <*>
505,81109,203532,150,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
506,81109,203532,150,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
507,81109,203532,150,INFO,session closed for user news,E101,session closed for user <*>
508,81109,203532,150,INFO,check pass; user unknown,E27,check pass; user unknown
509,81109,203532,151,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
510,81109,203532,151,INFO,check pass; user unknown,E27,check pass; user unknown
511,81109,203532,151,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
512,81109,203532,151,INFO,check pass; user unknown,E27,check pass; user unknown
513,81109,203532,151,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
514,81109,203532,151,INFO,check pass; user unknown,E27,check pass; user unknown
