,LineId,Time,Level,Content,EventId,EventTemplate
593,594,Sun Dec 04 16:24:06 2005,notice,Receiving block blk_-7820996703068538967 src: /10.251.35.1:59569 dest: /10.251.35.1:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
594,595,Sun Dec 04 16:24:06 2005,error,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. blk_4984150784048864430,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
595,596,Sun Dec 04 16:31:07 2005,notice,Received block blk_1646909113279517647 of size 67108864 from /10.251.214.130,E11,Received block blk_<*> of size <*> from /<*>
596,597,Sun Dec 04 16:32:37 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_-8145226289286457574 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
597,598,Sun Dec 04 16:32:56 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_5809900021002850724 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
598,599,Sun Dec 04 16:32:56 2005,error,Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
599,600,Sun Dec 04 16:32:58 2005,notice,Receiving block blk_-7486746679002157277 src: /10.251.42.207:57669 dest: /10.251.42.207:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
600,601,Sun Dec 04 16:32:58 2005,notice,Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
601,602,Sun Dec 04 16:32:58 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-4139299269696044017,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
602,603,Sun Dec 04 16:32:58 2005,notice,Receiving block blk_591323161994959677 src: /10.251.195.33:50123 dest: /10.251.195.33:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
603,604,Sun Dec 04 16:32:58 2005,error,PacketResponder 1 for block blk_-5828360070550196756 terminating,E10,PacketResponder <*> for block blk_<*> terminating
604,605,Sun Dec 04 16:32:58 2005,notice,PacketResponder 2 for block blk_-7683667795522321323 terminating,E10,PacketResponder <*> for block blk_<*> terminating
605,606,Sun Dec 04 16:32:58 2005,error,Receiving block blk_7733243482102436613 src: /10.250.6.223:34069 dest: /10.250.6.223:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
606,607,Sun Dec 04 16:32:58 2005,notice,Receiving block blk_2980964138205299397 src: /10.251.110.196:53450 dest: /10.251.110.196:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
607,608,Sun Dec 04 16:32:58 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_1589878256898761558 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
608,609,Sun Dec 04 16:35:49 2005,notice,Receiving block blk_-2746863406163228797 src: /10.251.39.160:35642 dest: /10.251.39.160:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
609,610,Sun Dec 04 16:35:52 2005,notice,Receiving block blk_3067558337579347170 src: /10.250.6.191:34137 dest: /10.250.6.191:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
610,611,Sun Dec 04 16:35:52 2005,error,Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
611,612,Sun Dec 04 16:41:15 2005,notice,Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
612,613,Sun Dec 04 16:41:16 2005,notice,Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
613,614,Sun Dec 04 16:41:22 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
614,615,Sun Dec 04 16:41:22 2005,notice,PacketResponder 1 for block blk_-8745453424063341007 terminating,E10,PacketResponder <*> for block blk_<*> terminating
615,616,Sun Dec 04 16:41:22 2005,notice,Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188,E11,Received block blk_<*> of size <*> from /<*>
616,617,Sun Dec 04 16:41:22 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_512039711533506696 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
617,618,Sun Dec 04 16:41:22 2005,notice,PacketResponder 1 for block blk_6017354285686373326 terminating,E10,PacketResponder <*> for block blk_<*> terminating
618,619,Sun Dec 04 16:41:22 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_5176855630425795751 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
619,620,Sun Dec 04 16:41:22 2005,error,Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4,E11,Received block blk_<*> of size <*> from /<*>
620,621,Sun Dec 04 16:41:22 2005,error,PacketResponder 2 for block blk_-5321676321043683563 terminating,E10,PacketResponder <*> for block blk_<*> terminating
621,622,Sun Dec 04 16:41:22 2005,error,PacketResponder 1 for block blk_-357695136519539363 terminating,E10,PacketResponder <*> for block blk_<*> terminating
622,623,Sun Dec 04 16:41:22 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
623,624,Sun Dec 04 16:45:52 2005,notice,PacketResponder 1 for block blk_1279439901767890758 terminating,E10,PacketResponder <*> for block blk_<*> terminating
624,625,Sun Dec 04 16:45:52 2005,notice,Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
625,626,Sun Dec 04 16:46:09 2005,notice,Received block blk_469871968689793326 of size 67108864 from /10.251.30.179,E11,Received block blk_<*> of size <*> from /<*>
626,627,Sun Dec 04 16:46:13 2005,error,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_2847401988110989655,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
627,628,Sun Dec 04 16:46:45 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4307207852226914003 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
628,629,Sun Dec 04 16:47:11 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3506875694435075421 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
629,630,Sun Dec 04 16:47:59 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
630,631,Sun Dec 04 16:47:59 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
631,632,Sun Dec 04 16:47:59 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-4619809198345103330 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
632,633,Sun Dec 04 16:47:59 2005,notice,Received block blk_4614530673206341566 of size 67108864 from /10.251.91.229,E11,Received block blk_<*> of size <*> from /<*>
633,634,Sun Dec 04 16:47:59 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
634,635,Sun Dec 04 16:48:01 2005,notice,Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
635,636,Sun Dec 04 16:48:01 2005,error,Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
636,637,Sun Dec 04 16:48:01 2005,notice,Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
637,638,Sun Dec 04 16:48:01 2005,error,Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64,E11,Received block blk_<*> of size <*> from /<*>
638,639,Sun Dec 04 16:48:01 2005,notice,Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
639,640,Sun Dec 04 16:48:01 2005,error,PacketResponder 2 for block blk_6514181997629420906 terminating,E10,PacketResponder <*> for block blk_<*> terminating
640,641,Sun Dec 04 16:48:01 2005,notice,Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
641,642,Sun Dec 04 16:48:01 2005,error,PacketResponder 1 for block blk_-3339018122410311668 terminating,E10,PacketResponder <*> for block blk_<*> terminating
642,643,Sun Dec 04 16:48:01 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
643,644,Sun Dec 04 16:48:01 2005,error,PacketResponder 2 for block blk_-1680563440028826904 terminating,E10,PacketResponder <*> for block blk_<*> terminating
644,645,Sun Dec 04 16:50:53 2005,notice,Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67,E11,Received block blk_<*> of size <*> from /<*>
645,646,Sun Dec 04 16:50:53 2005,notice,Verification succeeded for blk_1649162819905816843,E14,Verification succeeded for blk_<*>
646,647,Sun Dec 04 16:51:26 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-2541428592126088938,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
647,648,Sun Dec 04 16:51:26 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
648,649,Sun Dec 04 16:52:34 2005,notice,Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.209:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
649,650,Sun Dec 04 16:52:45 2005,notice,Received block blk_48742413802609430 of size 67108864 from /10.251.106.10,E11,Received block blk_<*> of size <*> from /<*>
650,651,Sun Dec 04 16:52:45 2005,notice,Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.191:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
651,652,Sun Dec 04 16:52:45 2005,notice,Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213,E11,Received block blk_<*> of size <*> from /<*>
652,653,Sun Dec 04 16:52:46 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
653,654,Sun Dec 04 16:52:46 2005,notice,Received block blk_692184983396207285 of size 67108864 from /10.250.6.214,E11,Received block blk_<*> of size <*> from /<*>
654,655,Sun Dec 04 16:52:49 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
655,656,Sun Dec 04 16:52:49 2005,notice,Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10,E11,Received block blk_<*> of size <*> from /<*>
656,657,Sun Dec 04 16:52:49 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
657,658,Sun Dec 04 16:52:49 2005,notice,Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
658,659,Sun Dec 04 16:52:49 2005,notice,Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
659,660,Sun Dec 04 16:52:49 2005,error,Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
660,661,Sun Dec 04 16:52:49 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
661,662,Sun Dec 04 16:52:49 2005,error,Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
662,663,Sun Dec 04 16:52:49 2005,error,PacketResponder 1 for block blk_-1490623381339215624 terminating,E10,PacketResponder <*> for block blk_<*> terminating
663,664,Sun Dec 04 16:52:49 2005,error,Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.204:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
664,665,Sun Dec 04 16:55:54 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
665,666,Sun Dec 04 16:56:25 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_4234385041723406944 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
666,667,Sun Dec 04 16:56:25 2005,notice,Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52,E11,Received block blk_<*> of size <*> from /<*>
667,668,Sun Dec 04 16:56:25 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
668,669,Sun Dec 04 16:56:25 2005,notice,Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147,E11,Received block blk_<*> of size <*> from /<*>
669,670,Sun Dec 04 16:56:25 2005,notice,Received block blk_-9089815063425241739 of size 67108864 from /10.251.126.255,E11,Received block blk_<*> of size <*> from /<*>
670,671,Sun Dec 04 16:56:27 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
671,672,Sun Dec 04 16:56:27 2005,error,Received block blk_557803157214911261 of size 67108864 from /10.251.198.196,E11,Received block blk_<*> of size <*> from /<*>
672,673,Sun Dec 04 16:56:27 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-1435656632270396446 size 28490269,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
673,674,Sun Dec 04 16:56:27 2005,error,PacketResponder 2 for block blk_7345322407792942877 terminating,E10,PacketResponder <*> for block blk_<*> terminating
674,675,Sun Dec 04 16:56:27 2005,notice,PacketResponder 1 for block blk_-8939321760994370713 terminating,E10,PacketResponder <*> for block blk_<*> terminating
675,676,Sun Dec 04 16:56:27 2005,error,PacketResponder 0 for block blk_3958940914408609637 terminating,E10,PacketResponder <*> for block blk_<*> terminating
676,677,Sun Dec 04 16:56:27 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001968_1/part-01968. blk_5106303344783117537,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
677,678,Sun Dec 04 16:56:27 2005,error,Receiving block blk_6628512193350164674 src: /10.251.73.220:33460 dest: /10.251.73.220:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
678,679,Sun Dec 04 16:56:27 2005,notice,PacketResponder 1 for block blk_-5587827566367944828 terminating,E10,PacketResponder <*> for block blk_<*> terminating
679,680,Sun Dec 04 16:56:27 2005,error,10.250.11.53:50010 Served block blk_-743349875664670637 to /10.250.11.53,E1,<*>:<*> Served block blk_<*> to /<*>
680,681,Sun Dec 04 17:01:43 2005,notice,10.251.70.5:50010:Got exception while serving blk_4581070264530964999 to /10.250.13.188:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
681,682,Sun Dec 04 17:01:43 2005,notice,10.251.74.79:50010:Got exception while serving blk_2139707931694085102 to /10.251.111.228:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
682,683,Sun Dec 04 17:01:43 2005,notice,10.251.42.246:50010:Got exception while serving blk_-3056652732896088330 to /10.251.27.63:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
683,684,Sun Dec 04 17:01:43 2005,notice,10.250.13.188:50010:Got exception while serving blk_73389299186801686 to /10.251.123.33:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
684,685,Sun Dec 04 17:01:43 2005,notice,10.251.42.16:50010:Got exception while serving blk_4963214289850966664 to /10.251.202.181:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
685,686,Sun Dec 04 17:01:47 2005,notice,10.251.71.240:50010:Got exception while serving blk_-8082428389627750477 to /10.251.71.97:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
686,687,Sun Dec 04 17:01:47 2005,error,10.251.39.192:50010 Served block blk_6338761369201338121 to /10.251.90.81,E1,<*>:<*> Served block blk_<*> to /<*>
687,688,Sun Dec 04 17:01:47 2005,notice,10.251.122.38:50010:Got exception while serving blk_7489155602821840025 to /10.251.26.8:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
688,689,Sun Dec 04 17:01:47 2005,error,10.251.67.225:50010 Served block blk_2038610753592374847 to /10.250.18.114,E1,<*>:<*> Served block blk_<*> to /<*>
689,690,Sun Dec 04 17:01:47 2005,notice,10.251.197.226:50010:Got exception while serving blk_2101007907134483259 to /10.251.31.242:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
690,691,Sun Dec 04 17:01:47 2005,error,10.251.26.177:50010:Got exception while serving blk_3848747149919646864 to /10.251.125.174:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
691,692,Sun Dec 04 17:01:47 2005,notice,10.251.30.85:50010:Got exception while serving blk_8059204889272489644 to /10.250.7.96:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
692,693,Sun Dec 04 17:01:47 2005,error,10.251.39.179:50010:Got exception while serving blk_1683075246463470765 to /10.250.14.38:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
693,694,Sun Dec 04 17:01:47 2005,notice,10.250.10.100:50010 Served block blk_9216955386716663841 to /10.251.90.64,E1,<*>:<*> Served block blk_<*> to /<*>
694,695,Sun Dec 04 17:01:47 2005,error,10.251.123.132:50010:Got exception while serving blk_4048438071314937575 to /10.251.194.213:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
695,696,Sun Dec 04 17:05:45 2005,notice,10.251.203.149:50010 Served block blk_-1432303681669932458 to /10.250.10.176,E1,<*>:<*> Served block blk_<*> to /<*>
696,697,Sun Dec 04 17:05:45 2005,notice,10.251.126.255:50010:Got exception while serving blk_1910039736720341651 to /10.251.31.85:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
697,698,Sun Dec 04 17:05:45 2005,notice,10.251.70.37:50010:Got exception while serving blk_1646534811870220828 to /10.250.11.100:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
698,699,Sun Dec 04 17:05:48 2005,notice,Verification succeeded for blk_-4984504651603069357,E14,Verification succeeded for blk_<*>
699,700,Sun Dec 04 17:05:48 2005,notice,10.251.214.130:50010:Got exception while serving blk_424461424221613461 to /10.251.71.193:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
700,701,Sun Dec 04 17:05:48 2005,notice,10.251.214.18:50010 Served block blk_7297060562345904886 to /10.251.29.239,E1,<*>:<*> Served block blk_<*> to /<*>
701,702,Sun Dec 04 17:05:48 2005,error,10.251.215.70:50010:Got exception while serving blk_-7391656937286046074 to /10.251.107.196:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
702,703,Sun Dec 04 17:05:48 2005,error,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258. blk_387577766066135394,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
703,704,Sun Dec 04 17:05:48 2005,error,Receiving block blk_6107935679779418195 src: /10.251.43.115:55925 dest: /10.251.43.115:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
704,705,Sun Dec 04 17:11:23 2005,notice,PacketResponder 2 for block blk_3584162266158512993 terminating,E10,PacketResponder <*> for block blk_<*> terminating
705,706,Sun Dec 04 17:11:37 2005,notice,PacketResponder 2 for block blk_-2591043665372016488 terminating,E10,PacketResponder <*> for block blk_<*> terminating
706,707,Sun Dec 04 17:11:37 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000257_0/part-00257. blk_-1732662141253491971,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
707,708,Sun Dec 04 17:11:37 2005,notice,Receiving block blk_4959462704623252283 src: /10.251.125.174:44166 dest: /10.251.125.174:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
708,709,Sun Dec 04 17:12:42 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4553790855855864497 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
709,710,Sun Dec 04 17:12:50 2005,notice,Receiving block blk_-3261177124784025140 src: /10.251.29.239:43937 dest: /10.251.29.239:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
710,711,Sun Dec 04 17:12:50 2005,notice,Received block blk_7501235595045510958 of size 67108864 from /10.251.214.67,E11,Received block blk_<*> of size <*> from /<*>
711,712,Sun Dec 04 17:12:50 2005,notice,Receiving block blk_-3486808304671603275 src: /10.251.30.85:37518 dest: /10.251.30.85:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
712,713,Sun Dec 04 17:12:54 2005,notice,Receiving block blk_6563909003697001371 src: /10.251.39.144:48872 dest: /10.251.39.144:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
713,714,Sun Dec 04 17:12:54 2005,notice,PacketResponder 0 for block blk_4068667188725811395 terminating,E10,PacketResponder <*> for block blk_<*> terminating
714,715,Sun Dec 04 17:12:54 2005,notice,Receiving block blk_-7355153279766988632 src: /10.251.194.245:35876 dest: /10.251.194.245:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
715,716,Sun Dec 04 17:12:54 2005,notice,Receiving block blk_-4854562124894030819 src: /10.250.10.100:40486 dest: /10.250.10.100:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
716,717,Sun Dec 04 17:12:55 2005,error,Received block blk_1828089683746536118 of size 67108864 from /10.250.6.223,E11,Received block blk_<*> of size <*> from /<*>
717,718,Sun Dec 04 17:12:55 2005,error,Receiving block blk_1345503778930512538 src: /10.251.75.163:40307 dest: /10.251.75.163:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
718,719,Sun Dec 04 17:12:55 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.70:50010 is added to blk_4318179566727871532 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
719,720,Sun Dec 04 17:12:55 2005,error,PacketResponder 2 for block blk_727000711161641724 terminating,E10,PacketResponder <*> for block blk_<*> terminating
720,721,Sun Dec 04 17:12:56 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-2916658835497879256 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
721,722,Sun Dec 04 17:12:57 2005,notice,Received block blk_7227035060836018780 of size 67108864 from /10.250.5.237,E11,Received block blk_<*> of size <*> from /<*>
722,723,Sun Dec 04 17:12:57 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.209:50010 is added to blk_4069436988023676023 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
723,724,Sun Dec 04 17:17:07 2005,notice,Received block blk_-3981735565440284420 of size 67108864 from /10.251.127.243,E11,Received block blk_<*> of size <*> from /<*>
724,725,Sun Dec 04 17:17:07 2005,notice,Receiving block blk_728165942214842306 src: /10.251.30.179:57828 dest: /10.251.30.179:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
725,726,Sun Dec 04 17:17:07 2005,notice,Receiving block blk_-3157541550945505354 src: /10.251.125.193:45917 dest: /10.251.125.193:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
726,727,Sun Dec 04 17:20:38 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_7838843222458775811 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
727,728,Sun Dec 04 17:20:38 2005,notice,PacketResponder 2 for block blk_3088175971503531298 terminating,E10,PacketResponder <*> for block blk_<*> terminating
728,729,Sun Dec 04 17:20:38 2005,notice,Received block blk_-3620767662957963389 of size 67108864 from /10.251.203.179,E11,Received block blk_<*> of size <*> from /<*>
